sale_id,sale_date,store_id,product_id,customer_id,quantity,discount_pct,revenue
116,2024-04-14,20,21,289,1,0.0,155.14
117,2023-04-13,3,10,276,1,0.2,114.2
118,2023-08-07,17,10,136,1,0.0,142.75
119,2023-05-16,12,14,452,1,0.0,49.79
120,2023-03-12,8,5,190,1,0.0,33.68
121,2023-10-19,6,2,225,1,0.0,14.78
122,2024-07-10,10,2,314,1,0.0,14.78
123,2024-10-31,17,11,5,1,0.0,11.04
124,2024-11-14,10,10,478,1,0.0,142.75
125,2024-11-05,9,14,60,1,0.0,49.79
126,2023-04-20,18,12,80,1,0.0,76.5
127,2023-10-06,10,1,310,4,0.0,489.56
128,2023-08-04,11,19,105,1,0.0,132.95
129,2024-12-04,9,5,259,1,0.0,33.68
130,2024-05-15,9,3,464,3,0.0,253.56
131,2023-02-22,3,8,325,1,0.1,159.08
132,2024-03-09,9,4,23,1,0.0,220.67
133,2023-01-04,11,11,395,1,0.0,11.04
134,2023-05-14,9,1,83,1,0.1,110.15
135,2024-03-28,18,17,362,1,0.0,115.98
136,2024-03-13,18,1,5,2,0.1,220.3
137,2023-04-25,3,14,484,1,0.1,44.81
138,2024-12-08,18,9,19,1,0.0,14.86
139,2024-01-14,19,8,283,1,0.1,159.08
140,2023-06-01,14,11,66,1,0.0,11.04
141,2023-02-12,10,15,187,2,0.0,124.42
142,2023-02-10,12,7,108,1,0.0,150.73
143,2024-11-04,12,4,400,1,0.0,220.67
144,2024-07-27,14,2,499,1,0.0,14.78
145,2024-09-27,5,21,474,1,0.2,124.11
146,2023-08-31,6,13,500,1,0.0,191.56
147,2023-07-01,14,9,13,1,0.0,14.86
148,2023-07-03,11,10,401,1,0.0,142.75
149,2024-02-26,8,24,137,1,0.0,195.36
150,2023-06-13,4,8,196,1,0.0,176.75
151,2023-02-09,16,22,114,1,0.0,297.41
152,2023-07-24,15,18,180,1,0.15,184.22
153,2023-11-09,8,14,115,1,0.0,49.79
154,2023-01-25,7,14,205,2,0.1,89.62
155,2023-12-03,9,6,180,1,0.0,132.1
156,2024-10-18,17,22,205,1,0.0,297.41
157,2024-11-26,18,5,170,1,0.0,33.68
158,2023-01-29,4,13,450,1,0.0,191.56
159,2023-09-25,6,12,298,1,0.15,65.02
160,2023-09-29,2,17,56,1,0.0,115.98
161,2024-09-02,14,16,177,1,0.0,99.12
162,2023-11-18,17,14,60,1,0.0,49.79
163,2024-01-30,19,5,98,1,0.1,30.31
164,2023-09-18,2,14,363,2,0.0,99.58
165,2024-03-22,1,18,267,2,0.15,368.44
166,2024-07-05,7,11,187,1,0.0,11.04
167,2024-03-17,3,16,486,2,0.0,198.24
168,2024-11-11,20,22,161,1,0.0,297.41
169,2024-11-10,10,15,260,2,0.0,124.42
170,2023-11-13,11,18,207,1,0.0,216.73
171,2024-12-05,7,17,216,1,0.0,115.98
172,2024-11-11,6,16,316,1,0.0,99.12
173,2024-08-05,10,25,208,2,0.0,288.06
174,2024-07-15,1,18,156,1,0.0,216.73
175,2023-10-21,7,5,221,1,0.0,33.68
176,2024-08-16,20,25,336,2,0.0,288.06
177,2023-11-26,15,20,346,2,0.0,352.08
178,2023-08-07,17,21,243,1,0.0,155.14
179,2023-06-23,3,4,146,1,0.0,220.67
180,2024-06-11,20,2,172,1,0.0,14.78
181,2023-04-06,8,14,345,1,0.1,44.81
182,2023-11-07,5,25,13,1,0.0,144.03
183,2023-02-17,8,14,244,1,0.0,49.79
184,2024-09-17,3,7,234,1,0.0,150.73
185,2024-02-29,19,6,100,1,0.0,132.1
186,2024-12-13,8,19,76,1,0.0,132.95
187,2024-11-02,4,20,399,1,0.1,158.44
188,2024-03-11,8,6,91,1,0.0,132.1
189,2024-12-13,2,13,286,1,0.2,153.25
190,2023-09-13,4,1,234,1,0.1,110.15
191,2023-05-17,15,8,342,2,0.0,353.5
192,2024-06-27,18,9,305,1,0.0,14.86
193,2023-11-21,15,5,314,1,0.0,33.68
194,2024-05-31,14,4,426,1,0.0,220.67
195,2024-07-15,15,16,460,1,0.0,99.12
196,2023-06-12,16,15,231,1,0.0,62.21
197,2023-09-23,8,14,431,1,0.0,49.79
198,2024-10-14,9,7,393,1,0.15,128.12
199,2024-06-17,16,2,321,1,0.0,14.78
200,2023-09-02,9,22,226,1,0.0,297.41
201,2023-03-21,10,7,121,1,0.0,150.73
202,2023-10-06,11,9,164,1,0.15,12.63
203,2024-07-07,3,14,71,1,0.0,49.79
204,2023-06-04,8,22,197,1,0.0,297.41
205,2024-12-07,3,17,213,2,0.0,231.96
206,2024-02-22,11,7,278,1,0.0,150.73
207,2024-04-22,14,16,32,1,0.0,99.12
208,2023-07-31,14,8,200,1,0.0,176.75
209,2024-08-21,1,1,439,2,0.0,244.78
210,2024-08-12,13,2,245,1,0.0,14.78
211,2023-01-07,12,1,153,2,0.0,244.78
212,2024-02-04,14,3,276,4,0.0,338.08
213,2024-07-13,20,6,460,2,0.0,264.2
214,2023-08-14,16,23,113,2,0.15,344.13
215,2023-10-07,14,3,249,1,0.2,67.62
216,2023-01-30,13,19,173,1,0.1,119.65
217,2024-11-15,13,3,371,1,0.0,84.52
218,2023-06-19,15,23,471,1,0.0,202.43
219,2023-05-11,20,13,274,1,0.0,191.56
220,2023-01-28,13,5,304,1,0.0,33.68
221,2024-07-31,1,2,43,1,0.0,14.78
222,2024-10-20,14,2,70,1,0.0,14.78
223,2024-04-17,6,9,26,2,0.0,29.72
224,2023-09-24,13,12,168,1,0.0,76.5
225,2023-08-05,15,24,168,2,0.15,332.11
226,2023-12-12,13,21,143,1,0.0,155.14
227,2024-03-07,9,16,428,2,0.0,198.24
228,2023-03-25,16,10,10,1,0.1,128.48
229,2024-07-06,2,8,488,1,0.0,176.75
230,2023-12-03,2,22,387,2,0.0,594.82
231,2023-02-01,8,9,103,1,0.0,14.86
232,2023-01-21,20,4,79,4,0.0,882.68
233,2023-09-02,5,7,243,1,0.0,150.73
234,2024-11-07,15,14,359,1,0.1,44.81
235,2023-09-20,12,20,86,2,0.1,316.87
236,2024-09-12,20,10,494,1,0.0,142.75
237,2023-04-28,6,17,494,1,0.0,115.98
238,2023-11-01,10,7,295,3,0.0,452.19
239,2024-11-24,13,7,204,2,0.15,256.24
240,2023-07-23,3,7,304,1,0.0,150.73
241,2024-12-08,8,14,53,4,0.0,199.16
242,2024-12-14,20,20,413,2,0.0,352.08
243,2023-05-04,19,1,401,2,0.0,244.78
244,2023-02-12,12,10,273,1,0.0,142.75
245,2024-03-14,12,11,36,1,0.15,9.38
246,2024-06-02,11,2,7,3,0.0,44.34
247,2024-03-06,16,13,55,1,0.0,191.56
248,2024-03-19,12,25,326,1,0.0,144.03
249,2024-04-15,5,11,223,1,0.0,11.04
250,2023-06-30,17,10,495,1,0.1,128.48
251,2024-10-28,9,10,316,1,0.0,142.75
252,2024-07-05,16,16,239,1,0.0,99.12
253,2024-03-22,19,2,138,1,0.0,14.78
254,2023-11-27,3,13,143,1,0.0,191.56
255,2024-04-06,8,17,385,1,0.0,115.98
256,2024-04-20,19,8,313,1,0.0,176.75
257,2024-11-01,16,16,436,1,0.0,99.12
258,2023-11-07,12,5,409,1,0.0,33.68
259,2023-09-22,11,8,144,2,0.0,353.5
260,2024-09-02,9,7,285,1,0.0,150.73
261,2023-01-11,17,11,486,1,0.0,11.04
262,2023-07-15,3,5,124,1,0.0,33.68
263,2024-02-21,16,20,285,3,0.0,528.12
264,2023-09-04,16,6,331,1,0.1,118.89
265,2024-12-29,1,1,48,2,0.0,244.78
266,2023-10-29,8,4,208,2,0.0,441.34
267,2024-12-22,19,19,189,2,0.1,239.31
268,2024-04-29,18,7,272,2,0.0,301.46
269,2023-12-19,18,5,170,1,0.0,33.68
270,2023-12-27,9,25,157,1,0.0,144.03
271,2023-09-15,8,19,62,4,0.1,478.62
272,2023-07-17,11,23,62,1,0.0,202.43
273,2024-07-02,6,14,99,1,0.0,49.79
274,2023-08-10,16,11,142,1,0.0,11.04
275,2024-08-26,17,2,306,3,0.0,44.34
276,2023-10-17,4,17,427,1,0.0,115.98
277,2023-07-18,10,22,117,1,0.0,297.41
278,2024-01-05,6,23,155,1,0.0,202.43
279,2023-01-15,18,21,65,1,0.0,155.14
280,2023-10-08,2,10,499,1,0.0,142.75
281,2023-02-25,18,18,150,1,0.0,216.73
282,2024-12-15,16,10,53,3,0.0,428.25
283,2023-01-13,19,4,146,1,0.2,176.54
284,2024-04-25,16,22,226,2,0.0,594.82
285,2023-12-02,9,20,482,1,0.0,176.04
286,2024-05-04,4,7,421,1,0.0,150.73
287,2023-03-08,13,11,252,3,0.15,28.15
288,2023-03-17,19,3,323,1,0.0,84.52
289,2024-12-05,19,13,486,1,0.0,191.56
290,2023-11-08,4,21,286,2,0.0,310.28
291,2024-03-02,20,7,306,1,0.0,150.73
292,2024-09-25,8,21,398,1,0.15,131.87
293,2024-06-19,13,17,231,2,0.0,231.96
294,2024-03-29,10,9,441,1,0.0,14.86
295,2024-08-25,14,9,157,1,0.0,14.86
296,2024-08-05,20,19,31,1,0.0,132.95
297,2024-09-16,4,10,486,2,0.0,285.5
298,2023-08-01,7,11,136,1,0.0,11.04
299,2024-11-08,6,11,283,1,0.15,9.38
300,2023-03-18,6,3,2,3,0.0,253.56
301,2024-02-23,15,22,353,1,0.1,267.67
302,2024-08-31,16,12,150,1,0.15,65.02
303,2023-02-03,8,5,148,1,0.15,28.63
304,2024-12-28,15,6,37,2,0.0,264.2
305,2024-12-09,19,2,339,1,0.0,14.78
306,2023-07-22,14,13,59,1,0.0,191.56
307,2024-07-11,8,17,332,1,0.1,104.38
308,2023-06-02,9,24,424,2,0.0,390.72
309,2023-05-26,3,9,31,1,0.0,14.86
310,2023-06-19,10,6,305,2,0.0,264.2
311,2024-08-05,10,21,225,2,0.0,310.28
312,2023-05-08,15,10,353,1,0.0,142.75
313,2023-11-08,9,13,257,1,0.0,191.56
314,2024-07-06,16,3,225,2,0.0,169.04
315,2023-03-24,20,4,21,1,0.15,187.57
316,2024-03-18,11,14,310,1,0.0,49.79
317,2023-09-14,1,25,47,1,0.1,129.63
318,2023-08-23,19,2,301,1,0.0,14.78
319,2023-01-22,9,22,296,1,0.0,297.41
320,2023-02-11,6,17,241,3,0.0,347.94
321,2024-06-15,15,21,470,2,0.0,310.28
322,2023-10-12,6,19,300,1,0.0,132.95
323,2024-03-22,16,22,497,1,0.0,297.41
324,2023-04-04,16,15,179,1,0.0,62.21
325,2024-02-23,11,13,165,1,0.0,191.56
326,2024-11-06,11,2,211,2,0.1,26.6
327,2024-12-11,13,8,417,1,0.2,141.4
328,2024-07-17,2,17,233,1,0.1,104.38
329,2023-04-01,11,24,130,2,0.0,390.72
330,2023-11-25,13,22,443,4,0.0,1189.64
331,2024-06-10,1,23,337,2,0.0,404.86
332,2024-07-09,15,12,212,1,0.2,61.2
333,2023-02-25,7,1,266,1,0.0,122.39
334,2024-01-06,20,21,388,2,0.0,310.28
335,2024-05-25,15,19,390,1,0.1,119.65
336,2023-02-22,7,6,137,1,0.0,132.1
337,2024-07-16,5,17,475,1,0.0,115.98
338,2023-10-22,15,20,451,3,0.0,528.12
339,2024-12-16,1,16,499,2,0.0,198.24
340,2024-10-07,20,21,410,1,0.0,155.14
341,2023-09-03,6,2,160,2,0.0,29.56
342,2024-07-18,1,24,283,2,0.0,390.72
343,2024-02-22,3,1,116,1,0.0,122.39
344,2023-04-27,15,24,485,1,0.2,156.29
345,2023-05-01,5,5,256,1,0.1,30.31
346,2023-10-26,17,24,362,1,0.0,195.36
347,2023-10-07,14,2,428,1,0.0,14.78
348,2024-05-09,16,22,125,2,0.0,594.82
349,2024-04-12,18,10,75,2,0.0,285.5
350,2024-01-28,7,15,472,1,0.0,62.21
351,2024-09-05,17,25,383,1,0.0,144.03
352,2023-05-20,3,6,142,1,0.0,132.1
353,2024-02-29,11,2,479,1,0.0,14.78
354,2024-06-03,9,7,421,3,0.0,452.19
355,2023-01-03,10,25,372,1,0.0,144.03
356,2023-11-02,19,18,338,1,0.0,216.73
357,2024-05-16,5,15,229,2,0.0,124.42
358,2024-07-05,16,9,177,1,0.0,14.86
359,2023-12-07,18,11,194,1,0.1,9.94
360,2024-04-11,11,21,446,1,0.0,155.14
361,2023-07-13,8,12,293,1,0.2,61.2
362,2024-01-28,8,11,439,4,0.0,44.16
363,2024-02-25,2,20,163,1,0.2,140.83
364,2024-04-29,13,4,198,1,0.0,220.67
365,2024-11-10,5,21,254,1,0.0,155.14
366,2023-02-07,5,7,258,1,0.15,128.12
367,2024-08-27,11,5,446,1,0.0,33.68
368,2023-04-13,15,7,52,1,0.0,150.73
369,2024-06-22,15,5,8,1,0.1,30.31
370,2023-05-28,14,16,446,1,0.0,99.12
371,2024-11-01,3,23,241,1,0.0,202.43
372,2023-09-29,11,25,320,1,0.0,144.03
373,2024-12-03,11,16,437,2,0.0,198.24
374,2024-11-21,13,11,489,1,0.0,11.04
375,2023-11-21,16,2,447,1,0.0,14.78
376,2024-07-08,2,25,317,1,0.0,144.03
377,2023-03-12,8,7,324,3,0.0,452.19
378,2024-12-01,8,22,383,3,0.0,892.23
379,2023-04-03,14,23,51,1,0.0,202.43
380,2024-10-10,4,21,228,2,0.0,310.28
381,2023-06-20,10,4,463,2,0.0,441.34
382,2023-01-30,2,5,167,1,0.0,33.68
383,2023-02-27,10,16,184,1,0.0,99.12
384,2024-01-19,14,21,75,2,0.0,310.28
385,2023-09-08,17,19,211,2,0.0,265.9
386,2024-08-02,6,19,88,1,0.0,132.95
387,2023-06-29,3,24,313,2,0.2,312.58
388,2024-01-27,20,23,350,2,0.15,344.13
389,2023-09-04,16,16,468,1,0.1,89.21
390,2024-08-20,5,9,119,1,0.0,14.86
391,2024-04-17,9,25,236,1,0.0,144.03
392,2023-09-19,1,15,461,1,0.0,62.21
393,2024-04-21,10,18,347,1,0.1,195.06
394,2024-07-13,6,8,38,2,0.0,353.5
395,2024-03-28,12,7,301,1,0.0,150.73
396,2023-11-03,14,22,354,1,0.0,297.41
397,2023-09-14,15,2,433,1,0.1,13.3
398,2023-11-13,16,24,55,1,0.1,175.82
399,2023-08-31,13,11,293,1,0.0,11.04
400,2024-01-03,19,8,152,1,0.0,176.75
401,2024-12-27,13,19,141,1,0.1,119.65
402,2023-01-09,19,3,443,1,0.0,84.52
403,2024-12-03,2,4,467,1,0.1,198.6
404,2024-09-12,16,6,427,3,0.0,396.3
405,2023-10-21,8,7,311,1,0.0,150.73
406,2023-12-07,20,21,129,1,0.0,155.14
407,2024-11-25,5,4,322,1,0.0,220.67
408,2023-04-10,2,2,159,1,0.0,14.78
409,2024-03-27,2,19,297,2,0.0,265.9
410,2024-01-09,5,12,47,2,0.0,153.0
411,2023-10-30,11,18,383,1,0.15,184.22
412,2024-03-01,6,2,103,1,0.0,14.78
413,2023-05-16,18,2,449,1,0.0,14.78
414,2024-01-10,17,9,257,2,0.0,29.72
415,2023-10-07,6,15,132,2,0.0,124.42
416,2024-05-08,10,19,383,1,0.0,132.95
417,2023-12-13,15,17,494,1,0.1,104.38
418,2023-03-19,5,20,387,1,0.0,176.04
419,2023-08-20,13,9,496,3,0.0,44.58
420,2024-07-24,12,14,47,2,0.0,99.58
421,2024-02-09,1,16,136,1,0.0,99.12
422,2024-07-03,4,21,233,1,0.0,155.14
423,2024-01-13,9,8,300,1,0.0,176.75
424,2024-01-26,12,2,56,1,0.0,14.78
425,2024-11-01,20,10,453,1,0.0,142.75
426,2024-07-28,11,24,469,1,0.0,195.36
427,2024-09-16,8,17,332,1,0.15,98.58
428,2023-03-06,15,12,466,1,0.2,61.2
429,2024-12-14,4,6,72,1,0.0,132.1
430,2023-02-16,2,15,156,1,0.1,55.99
431,2024-05-19,4,16,50,2,0.0,198.24
432,2023-08-29,18,15,70,1,0.0,62.21
433,2024-02-02,15,5,190,2,0.0,67.36
434,2024-11-17,18,15,215,1,0.1,55.99
435,2024-08-24,5,20,454,1,0.0,176.04
436,2024-02-29,4,8,427,1,0.0,176.75
437,2024-05-16,20,15,209,1,0.0,62.21
438,2023-10-14,2,17,354,2,0.1,208.76
439,2024-01-15,7,4,228,1,0.1,198.6
440,2024-03-31,8,4,438,2,0.1,397.21
441,2024-01-07,4,4,352,3,0.0,662.01
442,2024-01-12,18,11,462,2,0.15,18.77
443,2024-10-22,12,6,32,1,0.0,132.1
444,2024-02-12,9,5,98,1,0.1,30.31
445,2023-05-06,15,24,47,4,0.0,781.44
446,2024-11-21,20,20,498,1,0.0,176.04
447,2023-01-22,2,20,403,1,0.0,176.04
448,2023-12-05,19,19,106,1,0.1,119.65
449,2023-03-12,18,8,107,1,0.0,176.75
450,2024-08-23,7,2,417,1,0.0,14.78
451,2023-08-27,11,11,397,1,0.0,11.04
452,2023-06-01,20,12,2,1,0.0,76.5
453,2023-10-11,5,17,67,1,0.1,104.38
454,2024-07-07,9,9,409,1,0.15,12.63
455,2023-06-28,4,18,339,1,0.0,216.73
456,2023-01-27,5,4,8,1,0.15,187.57
457,2024-01-02,8,2,302,2,0.0,29.56
458,2023-11-09,2,22,65,1,0.0,297.41
459,2024-03-07,17,19,59,1,0.0,132.95
460,2023-03-07,16,24,230,2,0.0,390.72
461,2024-01-06,17,10,304,1,0.0,142.75
462,2023-04-22,15,16,258,1,0.2,79.3
463,2023-08-15,20,4,23,1,0.0,220.67
464,2024-11-05,15,15,330,1,0.2,49.77
465,2023-02-01,2,9,246,1,0.15,12.63
466,2024-02-16,14,9,352,1,0.2,11.89
467,2023-04-21,16,15,365,1,0.1,55.99
468,2024-03-30,3,6,461,2,0.0,264.2
469,2023-03-24,11,19,312,2,0.0,265.9
470,2023-06-01,3,20,65,1,0.0,176.04
471,2023-10-09,20,11,325,1,0.0,11.04
472,2024-08-22,18,12,365,1,0.0,76.5
473,2023-11-20,17,22,151,1,0.0,297.41
474,2024-04-09,17,3,310,3,0.0,253.56
475,2024-03-16,4,1,407,2,0.0,244.78
476,2024-12-21,18,17,370,1,0.0,115.98
477,2023-08-09,14,13,232,1,0.0,191.56
478,2023-08-22,14,19,174,1,0.1,119.65
479,2024-04-09,13,24,213,2,0.2,312.58
480,2023-04-08,11,11,219,1,0.0,11.04
481,2023-11-17,12,18,489,2,0.0,433.46
482,2023-06-06,16,6,35,1,0.0,132.1
483,2023-04-04,3,21,48,1,0.0,155.14
484,2024-03-18,4,8,382,1,0.0,176.75
485,2024-01-17,5,17,285,2,0.0,231.96
486,2023-03-03,19,10,490,3,0.0,428.25
487,2024-07-29,18,7,169,2,0.0,301.46
488,2024-11-12,14,18,445,1,0.0,216.73
489,2023-02-22,10,3,308,1,0.0,84.52
490,2023-11-19,17,4,109,2,0.0,441.34
491,2023-06-08,16,18,115,1,0.0,216.73
492,2023-04-21,12,19,433,1,0.0,132.95
493,2024-07-23,12,16,59,1,0.15,84.25
494,2023-10-13,19,8,116,1,0.0,176.75
495,2024-03-15,18,15,499,1,0.0,62.21
496,2024-09-28,20,22,346,2,0.0,594.82
497,2024-10-20,18,13,14,1,0.0,191.56
498,2024-09-15,9,3,15,3,0.15,215.53
499,2023-07-04,9,10,360,2,0.0,285.5
500,2023-11-13,12,9,4,1,0.0,14.86
501,2023-07-05,5,16,290,1,0.0,99.12
502,2024-11-04,5,1,380,2,0.0,244.78
503,2024-10-10,1,11,47,1,0.0,11.04
504,2024-06-27,7,18,193,2,0.0,433.46
505,2024-03-05,15,19,175,1,0.0,132.95
506,2023-06-11,12,8,160,1,0.0,176.75
507,2023-11-29,19,11,306,1,0.15,9.38
508,2023-03-28,2,11,80,1,0.0,11.04
509,2023-06-11,20,25,26,1,0.0,144.03
510,2024-11-15,14,8,249,2,0.0,353.5
511,2024-09-13,15,15,213,1,0.0,62.21
512,2023-10-07,7,17,387,2,0.0,231.96
513,2024-06-08,4,20,177,1,0.0,176.04
514,2024-03-16,4,15,146,2,0.0,124.42
515,2024-11-25,16,19,270,1,0.0,132.95
516,2024-11-08,13,15,307,1,0.0,62.21
517,2023-02-26,1,25,105,1,0.15,122.43
518,2023-11-05,5,23,392,1,0.0,202.43
519,2023-09-19,10,19,168,1,0.0,132.95
520,2023-05-03,1,6,255,1,0.0,132.1
521,2024-03-16,6,15,67,1,0.0,62.21
522,2024-01-25,18,10,361,1,0.0,142.75
523,2023-08-24,17,20,287,2,0.0,352.08
524,2024-11-15,3,14,204,1,0.0,49.79
525,2023-02-13,14,12,10,3,0.0,229.5
526,2024-04-15,3,1,442,1,0.0,122.39
527,2023-11-17,19,14,208,2,0.1,89.62
528,2024-12-27,10,25,59,1,0.0,144.03
529,2024-02-19,1,15,495,1,0.0,62.21
530,2023-11-20,15,14,426,1,0.0,49.79
531,2024-12-07,3,5,224,1,0.0,33.68
532,2023-04-19,8,6,224,1,0.1,118.89
533,2024-08-26,13,5,269,2,0.0,67.36
534,2023-03-22,13,4,446,1,0.0,220.67
535,2023-11-14,8,8,171,1,0.0,176.75
536,2023-06-22,3,23,262,1,0.0,202.43
537,2024-10-10,4,22,272,1,0.1,267.67
538,2024-06-06,7,9,464,1,0.0,14.86
539,2023-12-27,5,21,121,3,0.1,418.88
540,2023-04-16,5,5,132,1,0.0,33.68
541,2023-07-22,6,6,309,1,0.0,132.1
542,2023-06-06,3,9,91,1,0.1,13.37
543,2024-10-05,16,10,238,1,0.1,128.48
544,2024-07-31,19,2,230,2,0.0,29.56
545,2024-11-28,19,25,330,1,0.0,144.03
546,2024-10-12,20,12,166,1,0.0,76.5
547,2024-10-04,11,15,78,1,0.0,62.21
548,2024-03-26,3,24,241,2,0.0,390.72
549,2024-03-28,10,3,408,1,0.1,76.07
550,2023-10-09,19,8,29,1,0.0,176.75
551,2023-12-27,10,19,237,1,0.0,132.95
552,2024-04-07,2,16,30,2,0.0,198.24
553,2024-01-13,10,22,40,1,0.0,297.41
554,2024-10-22,3,3,315,1,0.0,84.52
555,2024-08-31,17,15,197,1,0.0,62.21
556,2024-04-18,19,7,284,1,0.0,150.73
557,2023-02-12,15,15,466,1,0.0,62.21
